tid,row,col,cls
141,2718,2702,3
141,2724,2008,3
141,2731,2600,1
141,2745,2009,3
141,2766,2049,3
141,2768,1995,3
141,2775,1883,0
141,2831,2741,1
141,2837,1963,3
141,2844,2020,3
141,2933,1906,3
141,2999,2704,3
141,3275,3202,0
141,3321,1769,1
141,3374,1594,1
141,3388,2941,1
141,3463,2956,1
141,3561,2916,1
141,3662,2693,1
142,1029,3365,3
142,1055,3257,2
142,1110,3206,0
142,1113,3242,2
142,1251,3216,3
142,1252,3179,3
142,1359,3218,3
142,1360,3064,2
142,1366,3199,3
142,1617,4728,1
143,457,3682,1
144,14,1799,2
144,43,1777,4
144,106,1407,0
144,124,1631,2
144,146,979,4
144,177,1726,4
144,213,710,4
144,283,1685,4
144,284,1514,2
144,296,1202,2
144,315,1619,2
144,340,1801,2
144,352,1540,2
144,387,1823,2
144,392,1717,2
144,397,1596,2
144,401,1749,4
144,440,1573,2
144,510,1164,4
144,517,1550,2
144,628,1505,4
144,641,1530,2
144,659,1008,4
144,688,1553,2
144,748,1145,2
144,755,1260,4
144,785,1440,4
144,818,1505,2
144,820,1670,0
144,821,907,4
144,869,215,0
144,872,1247,4
144,872,1270,4
144,912,1297,4
144,1444,1230,0
144,1501,649,0
144,1874,1567,0
144,2171,417,0
144,2498,1273,2
144,2570,1286,4
144,2612,2147,0
144,2774,1104,4
144,2806,1132,2
144,3237,1256,4
144,3243,526,4
144,3293,1266,4
145,71,1529,3
145,120,1485,3
145,204,1351,3
145,263,1271,3
145,267,1349,3
145,268,1284,3
145,278,1359,3
145,285,1251,3
145,362,1263,2
145,423,1349,2
145,489,1429,2
145,678,940,3
145,695,970,3
145,697,899,3
145,741,1058,3
145,814,1603,3
145,838,1414,2
145,915,1409,3
145,933,1857,2
145,937,1472,2
145,940,1432,3
145,970,1551,1
145,977,1883,1
145,985,1440,2
145,990,1480,3
145,1018,1861,2
145,1019,1813,2
145,1021,1441,2
145,1051,1412,1
145,1079,1394,3
145,1104,2921,3
145,1137,1434,2
145,1144,1509,3
145,1148,1912,3
145,1151,1391,2
145,1157,2108,3
145,1166,1465,2
145,1170,2009,2
145,1171,1905,2
145,1180,2046,3
145,1183,1511,3
145,1185,1841,2
145,1206,1909,3
145,1218,1453,2
145,1219,2063,2
145,1222,1679,3
145,1232,1918,2
145,1232,2084,2
145,1234,2033,2
145,1239,1596,2
145,1241,1682,2
145,1244,1835,2
145,1258,1601,3
145,1261,2075,3
145,1274,2134,3
145,1278,2092,2
145,1281,2111,3
145,1301,1901,3
145,1312,1737,2
145,1325,2625,3
145,1334,3285,3
145,1335,2174,2
145,1335,2668,3
145,1337,1035,2
145,1352,2198,1
145,1354,2438,3
145,1363,2466,1
145,1376,2528,3
145,1383,1903,2
145,1383,2348,2
145,1389,2027,3
145,1390,2327,0
145,1390,2539,1
145,1390,3299,2
145,1396,2301,2
145,1398,1933,3
145,1402,2390,3
145,1405,2254,3
145,1407,2049,2
145,1411,3366,2
145,1420,2062,2
145,1430,2103,3
145,1437,2246,1
145,1443,2417,3
145,1444,2060,3
145,1447,2380,3
145,1452,1896,2
145,1452,2282,2
145,1456,2046,2
145,1469,3350,0
145,1471,2136,2
145,1472,1895,2
145,1481,2109,2
145,1484,1971,3
145,1489,3183,1
145,1490,3377,3
145,1505,3394,3
145,1513,2177,0
145,1538,2168,2
145,1544,3395,3
145,1578,3390,3
145,1593,2341,2
145,1602,3326,3
145,1611,2192,2
145,1619,2336,2
145,1629,2175,2
145,1630,3401,3
145,1645,2266,1
145,1648,2185,2
145,1649,2455,0
145,1656,2438,2
145,1657,2286,3
145,1660,2604,3
145,1667,3283,2
145,1668,2325,2
145,1674,3337,3
145,1698,3402,3
145,1706,3257,3
145,1725,3376,3
145,1744,3844,3
145,1752,3403,2
145,1761,3002,2
145,1775,3042,2
145,1778,3673,3
145,1778,3830,3
145,1782,2960,2
145,1787,2769,3
145,1801,3557,3
145,1805,2723,2
145,1806,3736,2
145,1809,3637,3
145,1814,3772,3
145,1825,2957,3
145,1830,3693,3
145,1832,3741,3
145,1835,3780,2
145,1838,2991,2
145,1847,3678,3
145,1865,3697,2
145,1879,3645,3
145,1880,3563,2
145,1882,3533,3
145,1918,3551,3
146,763,2044,2
146,824,1974,2
146,850,1854,0
146,899,1967,2
146,934,1849,2
146,948,1861,4
146,967,1949,2
146,1013,1865,2
146,1031,1864,4
146,1040,2120,2
146,1043,1808,0
146,1049,1672,2
146,1062,1772,3
146,1082,1699,3
146,1090,1784,3
146,1098,1935,3
146,1107,1699,3
146,1110,1885,3
146,1119,2002,3
146,1125,1783,3
146,1135,1802,3
146,1138,1753,2
146,1150,1773,3
146,1154,1997,4
146,1154,2168,2
146,1158,2091,3
146,1165,1872,2
146,1167,1893,4
146,1170,1726,3
146,1171,1198,2
146,1171,1665,3
146,1183,1222,2
146,1192,1967,2
146,1197,2130,2
146,1202,1144,2
146,1205,1634,3
146,1217,2138,4
146,1236,1608,3
146,1312,2038,2
146,1318,1366,2
146,1326,1961,2
146,1344,1562,3
146,1361,1887,3
146,1369,1835,3
146,1371,1930,2
146,1376,1998,2
146,1409,1863,3
146,1417,1839,2
146,1431,1866,3
146,1432,2001,3
146,1461,2537,0
146,1467,1837,3
146,1569,1754,3
146,1576,1777,2
146,1623,2202,0
146,1682,1641,1
146,2875,2387,2
147,101,1554,2
147,113,1514,4
147,121,1569,4
147,163,1865,0
147,171,1738,2
147,186,1799,4
147,245,1893,4
147,315,1947,2
147,335,1327,2
147,350,2046,2
147,369,1169,2
147,374,1747,2
147,375,1387,2
147,387,1972,2
147,399,2246,4
147,407,2228,2
147,416,1736,4
147,420,1620,4
147,428,1231,4
147,442,1940,2
147,444,2011,2
147,447,1699,0
147,450,1984,4
147,457,1857,4
147,502,1995,2
147,507,1304,4
147,507,1609,2
147,508,1154,2
147,514,1736,4
147,516,1319,3
147,524,2041,2
147,526,1898,2
147,528,1979,4
147,545,1524,4
147,545,1735,2
147,548,1752,4
147,559,1365,2
147,560,1665,4
147,563,1286,2
147,579,1530,2
147,579,1985,4
147,582,1681,2
147,602,1981,2
147,605,2101,3
147,611,1099,0
147,614,1564,2
147,616,1810,4
147,630,2302,2
147,635,1513,4
147,637,1284,2
147,640,1942,2
147,640,2340,2
147,652,2084,1
147,655,1924,4
147,657,1275,4
147,660,2281,2
147,662,1516,2
147,664,1703,2
147,687,1838,2
147,692,2052,2
147,695,1856,4
147,703,2136,2
147,739,1333,2
147,763,1779,4
147,773,1790,2
147,774,2259,3
147,799,1337,2
147,802,2281,3
147,811,1797,4
147,815,2200,2
147,826,1817,2
147,861,1825,4
147,922,1698,4
147,923,2206,0
147,939,1708,2
147,955,2178,2
147,1054,2192,2
147,1055,1605,0
147,1259,1372,0
147,1903,1553,2
147,2099,1231,1
147,2133,1516,1
147,2407,1634,1
147,2506,1786,2
148,1206,4434,1
148,1297,4536,3
148,1421,4456,3
148,1423,4525,3
148,1446,4475,3
148,1579,4495,3
148,2188,2154,1
149,1530,2561,0
149,1835,2826,0
149,2947,4680,1
149,3074,4712,3
149,3276,4926,1
149,3314,4791,1
149,3344,4645,1
149,3429,4844,1
149,3450,4679,3
150,2705,2246,1
150,2807,2924,1
152,251,2092,1
152,326,1266,0
152,1084,2147,0
152,1616,2617,1
152,1882,2759,0
152,2112,2971,0
152,2857,1904,1
152,3394,2022,1
152,3544,2081,0
153,1483,5186,0
153,1491,5326,1
153,1566,4984,1
153,1702,4075,0
153,1775,4024,1
153,1850,3414,0
153,1851,4309,1
153,1852,5291,0
153,1866,3194,1
153,1899,4649,1
153,1940,3258,0
153,1950,4278,0
153,1960,4721,1
153,1964,3978,0
153,1966,4204,1
153,1978,4897,1
153,1990,4175,1
153,1992,3908,1
153,2010,4238,0
153,2014,4075,1
153,2015,3007,1
153,2020,4155,1
153,2044,4776,1
153,2055,3755,1
153,2077,5027,1
153,2517,3344,1
153,2523,2606,1
153,2523,3546,0
153,2618,2766,1
153,2840,3665,0
153,2860,3882,1
153,2933,3260,1
153,3064,2663,0
153,3117,2539,1
153,3125,2574,1
153,3141,2489,0
153,3146,4132,1
153,3160,2555,1
153,3262,2518,1
154,147,4303,2
154,190,3508,1
154,234,3665,2
154,237,3573,2
154,259,3520,2
154,276,3580,3
154,305,3296,2
154,348,3963,2
154,374,4047,0
154,377,3461,2
154,378,4219,3
154,393,3396,2
154,405,2657,0
154,417,3315,2
154,448,3300,2
154,567,3287,2
154,634,2368,2
154,646,4122,1
154,652,3254,2
154,689,3063,2
154,689,4000,3
154,691,4308,2
154,725,4344,2
154,778,3072,2
154,806,4368,2
154,813,3078,0
154,836,2999,2
154,924,2914,2
154,938,4924,1
154,971,3862,1
154,982,3507,1
154,1067,4198,2
154,1167,2913,2
154,1216,2299,3
154,1266,2374,0
154,1267,2267,2
154,1302,2153,3
154,1302,2211,2
154,1303,2080,3
154,1311,2340,2
154,1314,4278,2
154,1316,2303,2
154,1329,2262,2
154,1330,2277,3
154,1373,3537,3
154,1380,2384,3
154,1384,4272,2
154,1393,3342,2
154,1395,2434,3
154,1398,3460,2
154,1412,2454,3
154,1427,2472,3
154,1432,4346,3
154,1434,3904,2
154,1439,4561,2
154,1442,2339,3
154,1449,2222,3
154,1451,4232,3
154,1452,2422,3
154,1470,3065,2
154,1480,2767,2
154,1491,2928,3
154,1497,3521,2
154,1511,2317,2
154,1518,3961,1
154,1527,2965,3
154,1540,2833,3
154,1545,4177,1
154,1575,4743,2
154,1582,4603,2
154,1606,2869,0
154,1606,3973,1
154,1654,2976,3
154,1697,3249,2
154,1755,3344,2
154,1759,3636,2
154,1777,3706,2
154,1801,3748,2
154,1802,3195,3
154,1814,3246,2
154,1827,3654,2
154,1828,3056,2
154,1840,4499,2
154,1849,3471,2
154,1849,4301,2
154,1893,3786,2
154,1899,3896,2
154,1918,4070,2
154,1962,4209,2
154,1981,3684,2
154,1983,3255,2
154,1995,4094,2
154,2008,3389,2
154,2048,2810,3
154,2113,3888,1
154,2118,2866,2
154,2121,3366,1
154,2172,2966,2
154,2204,2557,1
154,2212,2832,1
154,2217,4098,1
154,2296,3997,3
154,2355,2791,3
154,2494,2996,2
154,2497,3588,2
154,2520,3696,0
155,320,5244,0
155,348,4783,1
155,436,4485,1
155,647,4641,1
155,966,4904,1
155,1297,4810,1
155,1665,4336,0
155,1707,4196,1
155,1798,4336,1
155,1929,3239,1
155,2019,3776,0
155,2108,4462,0
155,2216,1795,0
155,2228,4109,0
155,2236,3643,1
155,2340,4315,4
155,2364,4305,2
155,2524,4230,4
155,2539,4219,2
155,2558,3554,0
155,2572,3059,3
155,2589,3925,2
155,2597,4178,0
155,2603,3082,3
155,2619,4013,2
155,2649,4097,4
155,2651,3866,2
155,2652,3925,4
155,2660,4085,2
155,2662,3933,2
155,2671,3841,4
155,2680,3316,1
155,2692,4046,2
155,2711,3974,2
155,2721,3795,2
155,2725,3883,2
155,2727,3990,4
155,2741,4124,0
155,2764,3798,0
155,2777,3394,0
155,2783,3945,2
155,2790,3841,4
155,2803,3726,2
155,2804,4022,0
155,2809,3857,2
155,2829,3824,2
155,2836,3920,4
155,2837,3898,2
155,2838,3592,4
155,2842,3608,2
155,2846,3554,3
155,2864,4232,2
155,2866,3717,2
155,2871,3211,0
155,2877,4223,4
155,2888,3621,2
155,2892,3798,0
155,2893,3857,2
155,2893,4103,0
155,2905,3535,2
155,2913,3830,4
155,2914,3466,2
155,2915,3587,2
155,2917,3808,2
155,2928,3577,4
155,2936,3711,2
155,2944,3905,2
155,2954,4156,4
155,2969,4155,2
155,2978,3481,4
155,2981,3785,2
155,2984,3446,4
155,2991,3471,2
155,2992,3563,2
155,2995,4029,2
155,2996,3297,0
155,3002,3899,2
155,3005,3839,2
155,3005,3968,0
155,3013,3414,2
155,3018,4083,3
155,3025,3550,2
155,3029,3611,2
155,3034,4016,2
155,3036,3310,2
155,3036,3665,2
155,3039,3541,4
155,3041,3683,4
155,3043,3935,2
155,3045,4038,2
155,3051,4079,2
155,3058,3438,2
155,3064,3108,0
155,3070,3422,4
155,3070,3990,4
155,3072,3490,2
155,3074,4018,4
155,3076,3223,2
155,3077,3245,2
155,3081,3356,4
155,3088,3994,4
155,3090,3824,2
155,3091,3937,2
155,3092,3335,2
155,3096,3800,4
155,3098,3970,2
155,3099,3203,2
155,3099,4010,4
155,3101,4030,2
155,3106,3631,2
155,3110,4061,2
155,3117,3875,2
155,3118,2803,1
155,3118,3933,4
155,3121,3886,4
155,3121,3976,4
155,3121,4071,4
155,3128,3744,2
155,3128,3928,2
155,3130,3897,4
155,3133,3463,2
155,3143,3723,4
155,3144,4072,4
155,3150,3289,2
155,3154,3474,4
155,3154,3953,4
155,3159,3356,2
155,3162,4068,2
155,3170,3442,2
155,3173,3315,2
155,3174,3387,2
155,3174,3753,4
155,3176,3408,4
155,3177,3270,2
155,3178,3733,4
155,3187,3761,4
155,3189,3857,2
155,3190,3530,2
155,3190,3904,2
155,3193,3956,2
155,3194,3601,0
155,3197,3279,2
155,3205,3345,2
155,3206,3933,4
155,3210,4014,2
155,3212,3282,2
155,3222,3825,0
155,3231,3950,2
155,3240,3240,2
155,3241,3676,2
155,3243,3438,0
155,3244,3276,2
155,3249,3737,2
155,3251,3537,4
155,3252,3953,4
155,3255,3653,4
155,3257,3893,4
155,3261,4021,2
155,3262,3523,2
155,3266,3932,4
155,3271,3426,3
155,3272,3789,2
155,3274,3257,2
155,3278,3597,0
155,3280,3996,4
155,3281,3856,2
155,3289,3948,2
155,3290,3884,2
155,3297,3922,4
155,3298,3488,2
155,3303,3276,4
155,3305,3827,2
155,3305,3878,4
155,3306,3978,4
155,3307,3291,2
155,3313,3369,2
155,3314,3800,4
155,3316,3742,2
155,3320,3699,2
155,3323,3678,4
155,3326,3245,2
155,3328,3425,2
155,3328,3499,4
155,3329,3922,2
155,3335,3863,4
155,3339,3553,2
155,3340,3292,2
155,3345,3769,4
155,3346,3247,2
155,3349,3701,4
155,3351,3854,2
155,3352,3809,4
155,3356,3414,0
155,3359,3940,2
155,3360,3692,2
155,3361,3791,2
155,3364,3245,2
155,3364,3956,4
155,3373,3801,4
155,3374,3139,2
155,3374,3749,2
155,3375,3322,4
155,3381,3618,2
155,3384,3281,2
155,3400,3805,2
155,3405,3788,4
155,3408,3856,2
155,3412,3652,4
155,3413,3669,2
155,3417,3891,4
155,3431,3858,4
155,3445,3806,2
155,3450,3896,2
155,3454,3823,4
155,3466,3934,4
155,3475,3906,2
155,3521,3884,2
156,676,2511,1
156,710,2588,2
156,727,2570,2
156,735,2521,2
156,735,2793,2
156,744,2718,2
156,771,2825,0
156,1596,2727,2
156,1634,2693,2
156,1639,2726,2
156,1680,2754,0
156,1736,2870,2
156,1785,2863,2
156,1813,2910,2
157,539,5144,1
157,588,5150,2
157,590,5057,2
157,600,4890,2
157,613,5036,2
157,620,4897,2
157,640,5008,2
157,643,5020,2
157,647,4958,2
157,657,4938,2
157,661,4925,2
157,664,5028,2
157,669,4818,2
157,676,4961,2
157,680,4977,2
157,699,4940,2
157,723,4770,0
158,323,2234,0
158,348,3253,2
158,363,2669,4
158,385,3401,4
158,397,3203,4
158,402,2679,2
158,418,4221,2
158,427,3424,2
158,434,2530,0
158,457,4300,2
158,475,1404,0
158,490,3572,4
158,508,3650,2
158,563,3124,0
158,597,4247,4
158,599,3832,0
158,628,3077,4
158,628,3552,0
158,633,4306,2
158,650,2619,4
158,652,2116,0
158,654,4316,2
158,674,3118,2
158,741,4433,2
158,744,3227,4
158,746,3055,2
158,752,3956,4
158,756,3272,2
158,778,3096,4
158,780,3882,2
158,787,3603,4
158,788,2303,4
158,793,3847,4
158,794,4479,4
158,795,4548,2
158,796,4021,4
158,797,4579,3
158,812,2222,2
158,821,4082,4
158,822,3667,2
158,835,3260,2
158,839,2101,2
158,853,2167,4
158,854,3108,2
158,864,4169,4
158,868,4699,2
158,874,3331,4
158,875,3039,4
158,880,2667,2
158,880,3282,4
158,889,2601,4
158,893,1979,2
158,904,3188,4
158,914,4182,2
158,915,3268,2
158,916,1951,4
158,920,4047,2
158,937,4518,0
158,940,4596,2
158,941,4424,2
158,948,4044,4
158,968,4421,3
158,969,3365,4
158,974,3092,2
158,974,3521,2
158,988,2889,4
158,998,2221,4
158,1009,3219,4
158,1030,3232,2
158,1030,4285,2
158,1031,2944,2
158,1041,4420,2
158,1045,2248,4
158,1045,4491,4
158,1051,920,3
158,1052,2915,4
158,1071,4284,4
158,1091,2744,4
158,1094,2591,2
158,1097,4373,4
158,1123,2625,4
158,1126,1638,4
158,1127,4505,2
158,1128,3665,4
158,1130,1944,2
158,1139,3713,2
158,1148,1665,2
158,1157,3270,2
158,1168,4458,4
158,1176,1882,4
158,1177,3442,2
158,1202,4059,4
158,1206,2292,2
158,1209,2158,2
158,1209,3242,4
158,1210,3424,4
158,1227,3097,2
158,1230,4043,2
158,1241,3845,2
158,1252,4473,2
158,1256,2260,4
158,1265,3151,4
158,1275,4497,2
158,1280,2509,2
158,1282,2037,4
158,1296,2066,2
158,1299,2402,2
158,1302,3752,4
158,1304,3956,2
158,1320,2729,4
158,1321,4302,2
158,1322,1964,0
158,1329,2462,4
158,1342,2344,4
158,1342,4761,2
158,1346,2162,2
158,1352,1361,0
158,1355,4155,2
158,1361,3240,2
158,1365,3456,2
158,1368,3940,4
158,1370,2014,2
158,1402,2683,4
158,1413,2539,2
158,1414,3889,2
158,1425,3198,4
158,1428,2161,2
158,1437,4006,4
158,1438,3843,4
158,1459,3736,0
158,1471,4051,2
158,1476,2640,4
158,1481,3487,4
158,1489,4249,2
158,1489,4937,0
158,1507,2509,4
158,1520,3865,4
158,1526,2459,2
158,1528,3206,4
158,1531,4227,4
158,1540,1671,4
158,1558,3277,2
158,1565,3755,4
158,1570,1627,2
158,1582,4961,4
158,1594,3405,2
158,1626,3645,4
158,1628,4776,0
158,1638,3232,2
158,1644,3668,2
158,1660,2635,4
158,1673,2846,2
158,1675,1005,0
158,1675,2980,4
158,1677,3219,4
158,1684,2621,2
158,1688,3062,2
158,1692,2817,4
158,1696,2940,2
158,1718,2709,4
158,1721,3491,2
158,1722,3068,4
158,1744,2693,4
158,1746,3478,4
158,1760,3779,0
158,1809,2916,2
158,1813,2792,2
158,1818,3358,4
158,1837,2125,0
158,1858,3140,4
158,1869,3222,2
158,1909,4935,2
158,1949,4876,4
158,1979,4972,2
158,1983,2991,4
158,2012,3003,2
158,2058,4901,2
158,2064,4984,4
158,2071,2739,2
158,2078,2806,4
158,2091,4865,4
158,2092,4941,2
158,2098,1422,0
158,2115,2475,2
158,2126,3609,0
158,2132,2088,4
158,2144,2914,0
158,2147,2621,4
158,2153,2432,4
158,2197,4810,2
158,2202,2546,2
158,2231,2745,2
158,2264,3019,2
158,2267,2710,4
158,2280,2989,4
158,2289,2422,4
158,2294,4273,4
158,2321,4422,0
158,2328,4217,2
158,2340,3267,2
159,93,664,1
159,156,767,1
159,616,1160,1
159,1475,1475,1
159,1488,2968,1
159,1827,2233,1
160,109,3619,2
160,143,3609,3
160,167,3578,2
160,172,3614,2
160,177,3634,2
160,200,3605,3
160,219,3596,2
160,225,3553,2
160,246,3481,3
160,246,3510,2
160,252,3547,2
160,255,3595,0
160,256,3631,2
160,263,3566,2
160,284,3609,2
160,285,3692,2
160,286,3677,2
160,287,3505,2
160,297,3447,2
160,300,3481,4
160,302,3461,4
160,302,3664,4
160,306,3521,2
160,306,3552,2
160,308,3623,3
160,308,3643,2
160,323,3709,2
160,324,3526,2
160,325,3541,2
160,331,3556,3
160,333,3514,4
160,336,3606,3
160,349,3665,2
160,353,3709,2
160,363,3569,2
160,366,3677,2
160,371,3607,3
160,376,3626,2
160,380,3724,3
160,381,3338,1
160,385,3264,2
160,397,3590,4
160,399,3270,4
160,404,3674,2
160,415,3129,3
160,416,3276,3
160,418,3084,3
160,426,3328,2
160,433,3267,3
160,433,3669,2
160,435,3127,3
160,440,3711,2
160,452,2774,2
160,454,3349,4
160,457,2887,2
160,461,2741,3
160,462,3678,3
160,463,3067,2
160,468,3031,3
160,470,3111,2
160,472,3018,2
160,473,2689,0
160,474,2757,2
160,474,3155,4
160,479,3692,3
160,483,2996,2
160,484,3584,2
160,488,2945,2
160,488,3607,2
160,489,3350,4
160,489,3651,2
160,496,2758,2
160,497,3141,2
160,497,3615,2
160,498,3030,0
160,501,3709,3
160,502,3077,3
160,508,3355,2
160,509,3526,2
160,510,3064,2
160,512,2778,2
160,518,3588,3
160,523,3625,2
160,531,3004,4
160,531,3668,2
160,536,2975,2
160,544,2818,2
160,547,3110,2
160,547,3151,2
160,551,3265,3
160,553,3593,3
160,555,3236,2
160,559,2889,2
160,561,2802,2
160,561,2842,2
160,561,3043,3
160,562,3033,3
160,567,3556,4
160,571,2823,3
160,571,3572,2
160,574,2791,2
160,578,3140,4
160,579,3029,2
160,579,3056,2
160,585,3685,2
160,589,3494,2
160,592,2792,2
160,594,3108,2
160,597,3669,2
160,602,3001,3
160,607,3478,0
160,608,3086,2
160,612,3049,3
160,612,3345,1
160,624,2836,2
160,627,3167,4
160,630,2987,2
160,641,2857,0
160,643,3067,4
160,649,3692,4
160,656,3445,2
160,657,3429,4
160,663,2803,2
160,668,2969,2
160,671,3595,2
160,672,2731,2
160,672,3011,2
160,675,3683,4
160,676,2797,2
160,685,3610,2
160,687,2744,2
160,693,3514,2
160,699,2722,3
160,706,3021,2
160,707,2896,2
160,708,2914,3
160,718,3654,2
160,719,2762,2
160,723,2797,2
160,729,2866,2
160,734,3026,4
160,736,3348,2
160,741,3684,3
160,744,2882,2
160,747,3325,4
160,749,2751,2
160,762,2703,2
160,764,2807,2
160,770,2721,3
160,770,2769,2
160,770,3379,2
160,773,2683,2
160,793,3698,3
160,794,2777,2
160,794,3520,0
160,796,3126,4
160,808,2707,2
160,808,2904,2
160,815,2753,3
160,825,2693,4
160,828,2850,3
160,830,3594,2
160,840,2647,2
160,841,2757,2
160,850,3346,0
160,856,2879,2
160,866,2654,2
160,875,2625,2
160,904,2616,2
160,904,2760,2
160,927,2861,2
160,930,2585,0
160,931,2794,4
160,937,2846,2
160,942,3201,1
160,948,2700,2
160,958,2637,2
160,960,2777,2
160,962,2827,3
160,971,2751,3
160,976,2733,2
160,980,2651,2
160,987,2713,2
160,997,2782,2
160,1000,2615,3
160,1001,2677,2
160,1002,2505,4
160,1006,2796,2
160,1007,2590,4
160,1009,2669,2
160,1015,2712,2
160,1047,2462,2
160,1049,2711,2
160,1063,2721,2
160,1075,2416,3
160,1093,2458,3
160,1093,2479,2
160,1104,3557,1
160,1109,2539,3
160,1119,2467,2
160,1121,2424,3
160,1125,2572,3
160,1130,2636,2
160,1140,2714,3
160,1145,2451,3
160,1149,2506,2
160,1164,2529,2
160,1165,2627,2
160,1175,2540,2
160,1185,2371,3
160,1187,2534,2
160,1190,2355,3
160,1195,2459,2
160,1196,2583,0
160,1208,2654,2
160,1209,2499,2
160,1213,2477,2
160,1221,2446,2
160,1223,2609,2
160,1226,2557,2
160,1230,2534,2
160,1230,2598,2
160,1242,2580,3
160,1242,2675,2
160,1261,2463,0
160,1267,3212,2
160,1270,3173,2
160,1280,3137,2
160,1282,2368,2
160,1285,2505,3
160,1285,3102,4
160,1286,3200,2
160,1288,3118,4
160,1295,3095,2
160,1299,2260,1
160,1312,2483,3
160,1314,3087,3
160,1316,3236,0
160,1332,3050,2
160,1341,2492,2
160,1346,3109,3
160,1347,2379,2
160,1347,2409,2
160,1347,3063,4
160,1358,2438,2
160,1359,3154,3
160,1362,2361,2
160,1369,3313,2
160,1377,2487,2
160,1393,2408,3
160,1394,3033,3
160,1395,2382,2
160,1398,3346,2
160,1401,2348,3
160,1409,3178,2
160,1412,3374,2
160,1414,2489,2
160,1414,3420,2
160,1416,2440,2
160,1420,3327,2
160,1421,3198,2
160,1424,3382,2
160,1428,2384,2
160,1431,3330,4
160,1432,2273,2
160,1440,2457,2
160,1440,3256,2
160,1441,2225,2
160,1448,2373,2
160,1454,2425,3
160,1454,3236,4
160,1460,2248,2
160,1471,2290,2
160,1471,3471,2
160,1491,2200,3
160,1505,2249,2
160,1507,2798,2
160,1508,2231,2
160,1511,2381,0
160,1520,2209,2
160,1538,2323,3
160,1542,2251,2
160,1557,2308,3
160,1565,2392,2
160,1566,2257,2
160,1567,2281,2
160,1583,2288,2
160,1583,2340,2
160,1604,2260,3
160,1606,2301,2
160,1611,2361,2
160,1629,2289,3
160,1631,2332,2
160,1635,2349,2
160,1642,2516,2
160,1655,2241,2
160,1660,2304,2
160,1662,2358,2
160,1666,2257,2
160,1678,2335,2
160,1697,2315,3
160,1714,2289,2
160,1726,2264,4
160,1749,2349,2
160,1764,2360,2
160,1833,2377,2
160,1836,2352,2
160,1878,2330,2
160,1927,2343,3
160,1934,2356,3
160,1950,2355,3
161,707,1554,2
161,748,1728,2
161,792,1781,2
161,941,2147,0
161,1174,56,1
161,1255,2253,1
161,1271,1769,1
161,1529,1959,0
161,1750,1444,1
161,1817,892,2
161,2324,733,1
161,2427,1248,2
162,910,4516,0
162,926,4773,2
162,930,4788,2
162,984,4767,2
162,985,4890,2
162,999,4752,3
162,1014,4846,2
162,1025,4758,2
162,1028,4773,3
162,1039,4826,2
162,1043,4844,2
162,1046,4886,2
162,1056,4762,3
162,1060,4819,2
162,1063,4858,2
162,1069,4808,2
162,1079,4517,0
162,1084,4725,2
162,1088,4751,3
162,1089,4805,3
162,1092,4861,2
162,1095,4822,2
162,1096,4874,2
162,1101,4702,2
162,1102,4841,2
162,1107,4732,2
162,1124,4725,2
162,1124,4808,2
162,1139,4705,3
162,1141,4762,2
162,1148,4723,2
162,1153,4807,3
162,1157,4824,2
162,1164,4717,2
162,1172,4764,2
162,1172,4799,2
162,1176,4779,2
162,1190,4761,3
162,1191,4742,2
162,1192,4713,3
162,1196,4794,3
162,1197,4844,2
162,1200,4702,2
162,1201,4684,2
162,1201,4824,2
162,1203,4641,2
162,1214,4761,3
162,1215,4738,3
162,1216,4726,2
162,1219,4713,3
162,1220,4669,2
162,1223,4884,2
162,1227,4815,2
162,1234,4752,2
162,1235,4682,2
162,1244,4694,2
162,1247,4645,3
162,1247,4661,2
162,1256,4907,2
162,1261,4867,3
162,1264,4636,3
162,1268,4678,2
162,1269,4520,3
162,1274,4650,3
162,1274,4913,2
162,1275,4696,2
162,1280,4840,3
162,1284,4829,3
162,1290,4809,3
162,1291,4641,3
162,1294,4503,3
162,1301,4658,3
162,1305,4821,2
162,1321,4903,2
162,1328,4816,2
162,1336,4913,2
162,1341,4826,3
162,1351,4979,2
162,1353,4912,3
162,1363,4655,0
162,1371,4811,2
162,1373,4995,2
162,1385,4815,3
162,1403,4889,3
162,1431,4886,2
162,2349,5337,0
162,2394,4952,1
162,2616,5221,3
162,2650,5218,2
162,2654,5157,2
162,2655,5191,2
162,2668,5124,2
162,2728,5210,3
162,2776,5161,3
162,2778,5066,3
162,2787,5062,3
162,2799,5120,3
162,2819,5056,3
162,2840,4888,3
162,2858,4910,3
163,769,5436,0
163,921,5290,0
163,1107,4521,1
163,1175,4887,0
163,1258,5001,1
163,1333,4796,1
163,1608,4534,4
163,1612,4546,2
163,1617,4651,3
163,1648,4656,3
163,1652,4624,3
163,1653,4478,2
163,1671,4460,4
163,1671,4606,2
163,1695,4532,4
163,1709,4497,2
163,1715,4542,2
163,1717,4466,2
163,1753,4469,4
163,1754,4363,4
163,1766,4478,2
163,1780,3980,0
163,1797,4348,4
163,1806,4407,2
163,1813,4355,2
163,1857,4378,4
163,1875,4375,2
163,1901,4217,0
163,1923,4402,0
163,1924,4050,4
163,1963,4348,2
163,1966,4377,2
163,1968,4328,4
163,2004,4405,3
163,2009,4358,4
163,2018,4253,3
163,2022,4382,2
163,2034,4318,2
