tid,cls,row,col
124,2,859,2844
124,2,883,2947
124,2,907,3232
124,2,962,3193
124,2,1004,3510
124,2,1113,3068
124,2,1126,3425
124,2,1127,3015
124,2,1160,2929
124,2,1180,3148
124,2,1227,3155
124,2,1304,3333
124,2,1433,2249
124,2,1433,3187
124,2,1501,2254
124,2,1506,2312
124,2,1543,2304
124,2,1568,2273
124,2,1571,2228
124,2,1604,2346
124,2,1608,2219
124,2,1633,3021
124,2,1660,3034
124,2,1665,2192
124,2,1674,2252
124,2,1700,3024
124,2,1794,2776
124,2,1826,3052
124,2,1847,2615
124,2,1869,2567
124,2,1887,2516
124,2,1888,2853
124,2,1980,2499
124,2,2046,2078
124,2,2074,2532
124,2,2095,2294
124,2,2159,1597
124,2,2184,1284
124,2,2196,1514
124,2,2211,1566
124,2,2219,1531
124,2,2240,2048
124,2,2286,1143
124,2,2286,1284
124,2,2297,1493
124,2,2297,2154
124,2,2330,1993
124,2,2365,1516
124,2,2398,1947
124,2,2400,1500
124,2,2407,1531
124,2,2446,1921
124,2,2447,2057
124,2,2480,1518
124,2,2486,2054
124,2,2488,1401
124,2,2490,1137
124,2,2522,1228
124,2,2527,1109
124,2,2527,2298
124,2,2545,1337
124,2,2560,2139
124,2,2579,1937
124,2,2586,1068
124,2,2593,921
124,2,2596,2044
124,2,2663,1173
124,2,2671,1015
124,2,2722,1130
124,2,2728,2073
124,2,2773,1074
124,2,2779,1298
124,2,2780,1246
124,2,2808,1087
124,2,3016,1992
124,2,3020,1924
124,2,3060,2040
124,2,3085,1922
124,2,3125,2024
124,2,3140,1990
124,2,3232,2233
124,3,192,3726
124,3,371,3342
124,3,417,3299
124,3,422,3344
124,3,432,3917
124,3,492,3664
124,3,543,3543
124,3,550,3454
124,3,555,3163
124,3,564,3196
124,3,581,3232
124,3,627,3081
124,3,628,3222
124,3,658,2541
124,3,762,2518
124,3,814,3084
124,3,819,2848
124,3,970,3062
124,3,1053,3486
124,3,1081,3409
124,3,1137,3136
124,3,1371,2315
124,3,1385,2336
124,3,1536,2269
124,3,1614,3004
124,3,1635,2203
124,3,1672,3008
124,3,1756,2860
124,3,1803,1840
124,3,1805,2851
124,3,1979,1624
124,3,1993,2343
124,3,2030,1581
124,3,2044,2313
124,3,2064,1610
124,3,2102,1467
124,3,2123,1462
124,3,2129,1364
124,3,2132,2127
124,3,2176,1570
124,3,2247,1518
124,3,2255,2120
124,3,2280,1129
124,3,2312,1302
124,3,2358,1978
124,3,2358,1612
124,3,2401,1464
124,3,2434,1949
124,3,2437,2002
124,3,2442,1482
124,3,2450,1373
124,3,2492,1514
124,3,2506,2002
124,3,2515,1149
124,3,2520,2064
124,3,2528,1080
124,3,2529,1910
124,3,2548,1073
124,3,2553,1422
124,3,2562,1224
124,3,2578,942
124,3,2582,1293
124,3,2583,1094
124,3,2589,2152
124,3,2608,1215
124,3,2648,1226
124,3,2689,1040
124,3,2694,1202
124,3,2700,1339
124,3,2715,1254
124,3,2748,2031
124,3,2749,1163
124,3,2758,1098
124,3,2777,1339
124,3,2796,1103
124,3,2833,1255
124,3,2985,2046
124,3,3009,2027
124,3,3030,1890
124,3,3082,2112
124,3,3112,2104
124,3,3164,2071
124,3,3186,2057
124,3,3197,2235
124,4,484,3369
124,4,497,3297
124,4,579,3324
124,4,659,2625
124,4,670,2985
124,4,685,3077
124,4,694,3193
124,4,736,3174
124,4,753,2990
124,4,790,3101
124,4,803,3029
124,4,815,2952
124,4,831,2861
124,4,860,2942
124,4,904,3195
124,4,944,3113
124,4,964,3250
124,4,984,3474
124,4,985,3203
124,4,1035,3268
124,4,1039,3246
124,4,1110,3270
124,4,1153,3028
124,4,1157,2948
124,4,1373,3342
124,4,1510,2326
124,4,1596,2365
124,4,1691,2210
124,4,1715,2221
124,4,1732,2990
124,4,1761,2760
124,4,1786,2667
124,4,1802,2602
124,4,1860,2508
124,4,1864,2690
124,4,1869,2859
124,4,1896,2572
124,4,2008,2506
124,4,2110,2279
124,4,2155,1512
124,4,2205,1295
124,4,2418,1298
124,4,2446,2014
124,4,2478,1368
124,4,2510,2299
124,4,2549,2151
125,0,1865,3982
125,0,2118,4082
125,0,2417,4150
125,0,2465,3913
125,0,2627,3865
125,0,2930,4136
125,1,2964,4148
125,2,1803,4017
125,2,1865,3930
125,2,1875,3954
125,2,1894,3919
125,2,2118,3997
125,2,2125,3958
125,2,2179,3867
125,2,2192,4125
125,2,2230,4140
125,2,2240,4044
125,2,2277,4122
125,2,2285,3992
125,2,2302,4088
125,2,2304,4150
125,2,2318,4049
125,2,2324,4114
125,2,2332,3841
125,2,2338,3983
125,2,2376,4063
125,2,2387,3992
125,2,2392,4105
125,2,2472,4054
125,2,2520,3952
125,2,2600,4201
125,2,2691,3986
125,2,2698,3927
125,2,2734,4211
125,2,2751,4273
125,2,2799,4102
125,2,2800,3944
125,2,2823,4170
125,2,2885,4159
125,2,2906,3964
125,2,2908,4030
125,2,2938,3995
125,2,2968,4035
125,3,1828,3913
125,3,1827,4050
125,3,1837,4035
125,3,1888,4053
125,3,2142,3983
125,3,2171,4057
125,3,2202,4139
125,3,2231,4069
125,3,2264,4139
125,3,2338,4144
125,3,2368,4126
125,3,2418,4013
125,3,2427,4108
125,3,2465,4093
125,3,2473,3818
125,3,2485,4092
125,3,2490,4118
125,3,2510,3932
125,3,2673,3972
125,3,2718,3861
125,3,2717,3903
125,3,2765,4019
125,3,2774,4232
125,3,2780,4191
125,3,2788,4086
125,3,2797,3920
125,3,2809,4149
125,3,2928,3958
125,3,2956,4004
125,4,1818,3888
125,4,2135,3952
125,4,2270,3934
125,4,2321,3984
125,4,2335,4040
125,4,2362,4018
125,4,2411,3896
125,4,2694,3899
126,0,50,3331
126,0,392,3845
126,0,645,3626
126,0,1570,3967
126,0,1636,3237
126,0,1745,2857
126,0,1761,5386
126,0,1800,2507
126,0,1838,4922
126,0,2020,5166
126,0,2038,5527
126,0,2107,4675
126,0,2133,5144
126,0,2179,4354
126,0,2238,4986
126,0,2356,3734
126,0,2420,2763
126,0,2423,3114
126,0,2428,4477
126,0,2442,3589
126,0,2469,3909
126,0,2468,4790
126,0,2717,4986
126,0,2756,5470
126,0,2769,2218
126,0,2841,4604
126,0,2900,3468
126,0,2989,3117
126,0,3203,3156
126,0,3213,4650
126,0,3242,3788
126,0,3242,5339
126,0,3338,4153
126,0,3368,3553
126,0,3478,5236
126,1,441,1896
126,1,1358,3824
126,1,1451,2720
126,1,1894,5398
126,1,1905,5288
126,1,2092,5096
126,1,2158,5272
126,1,2196,5223
126,1,2225,5174
126,1,2354,5066
126,1,2388,5048
126,1,2582,3817
126,1,2640,5326
126,1,2841,5321
126,2,194,3416
126,2,277,3329
126,2,340,3415
126,2,418,3394
126,2,1441,3473
126,2,1482,3373
126,2,1487,3244
126,2,1530,3439
126,2,1538,3326
126,2,1643,3361
126,2,1697,2454
126,2,1716,2906
126,2,1724,3293
126,2,1725,3183
126,2,1778,3033
126,2,1861,2978
126,2,1879,2379
126,2,1878,2430
126,2,1903,2304
126,2,1906,3061
126,2,1927,2558
126,2,1933,2191
126,2,2023,2313
126,2,2035,3198
126,2,2038,2955
126,2,2068,2827
126,2,2076,2500
126,2,2102,2886
126,2,2105,3259
126,2,2108,3210
126,2,2156,3949
126,2,2214,4033
126,2,2294,2780
126,2,2301,2871
126,2,2331,3231
126,2,2342,2906
126,2,2371,3279
126,2,2481,2881
126,2,2495,4703
126,2,2500,3253
126,2,2530,4048
126,2,2562,4735
126,2,2635,4020
126,2,2640,3464
126,2,2668,3303
126,2,2670,4298
126,2,2670,4920
126,2,2685,4659
126,2,2685,4795
126,2,2716,4519
126,2,2716,4733
126,2,2723,3747
126,2,2725,4939
126,2,2743,3536
126,2,2756,3250
126,2,2768,4899
126,2,2772,4454
126,2,2786,3906
126,2,2788,4611
126,2,2796,3578
126,2,2804,4776
126,2,2814,3776
126,2,2833,4502
126,2,2856,4560
126,2,2883,4696
126,2,2903,3742
126,2,2905,3570
126,2,2912,3330
126,2,2914,4184
126,2,2919,4653
126,2,2926,3250
126,2,2933,4491
126,2,2938,4411
126,2,2938,4769
126,2,2947,4312
126,2,2962,2938
126,2,2981,4233
126,2,2993,4592
126,2,3008,4038
126,2,3008,3895
126,2,3024,3042
126,2,3032,3769
126,2,3038,4533
126,2,3040,4646
126,2,3045,4316
126,2,3052,3535
126,2,3055,4418
126,2,3060,4476
126,2,3070,4579
126,2,3072,4522
126,2,3118,3946
126,2,3144,4293
126,2,3145,4678
126,2,3157,4448
126,2,3164,3726
126,2,3166,4753
126,2,3195,2880
126,2,3195,3552
126,2,3195,3905
126,2,3197,4607
126,2,3200,4810
126,2,3202,4500
126,2,3239,3459
126,2,3260,4754
126,2,3271,4438
126,2,3270,4563
126,2,3287,3512
126,2,3292,4915
126,2,3303,4466
126,2,3306,3896
126,2,3314,4250
126,2,3352,4540
126,2,3355,4434
126,2,3372,4792
126,2,3376,4260
126,2,3382,4876
126,2,3392,3440
126,2,3404,3558
126,2,3411,4350
126,2,3416,4671
126,2,3423,4208
126,2,3430,3835
126,2,3452,3532
126,2,3457,4009
126,2,3465,3703
126,2,3474,4470
126,2,3515,4558
126,3,1917,3369
126,3,2253,3235
126,3,2581,3362
126,3,2663,4877
126,3,2782,3386
126,3,3156,3567
126,3,3330,2829
126,4,209,3397
126,4,321,3419
126,4,394,3407
126,4,1488,3357
126,4,1511,3225
126,4,1562,3321
126,4,1628,3375
126,4,1695,3065
126,4,1738,3308
126,4,1743,3209
126,4,1757,3028
126,4,1889,2944
126,4,1900,2461
126,4,1910,3080
126,4,2042,3218
126,4,2051,2877
126,4,2084,3215
126,4,2125,3276
126,4,2133,3941
126,4,2138,2498
126,4,2280,2767
126,4,2357,3284
126,4,2453,2869
126,4,2458,4705
126,4,2489,2913
126,4,2518,3245
126,4,2518,4054
126,4,2541,4679
126,4,2645,4005
126,4,2663,4649
126,4,2664,3324
126,4,2677,3333
126,4,2677,3537
126,4,2681,4275
126,4,2686,4910
126,4,2693,4521
126,4,2694,3373
126,4,2696,3741
126,4,2711,4744
126,4,2760,3825
126,4,2764,3534
126,4,2776,4882
126,4,2779,4468
126,4,2788,4783
126,4,2789,4584
126,4,2796,3916
126,4,2800,3760
126,4,2808,3591
126,4,2811,4506
126,4,2848,4722
126,4,2884,4111
126,4,2886,3939
126,4,2887,3331
126,4,2902,4766
126,4,2911,3951
126,4,2914,4480
126,4,2917,3938
126,4,2920,3557
126,4,2926,2938
126,4,2929,4635
126,4,2946,3810
126,4,2954,4405
126,4,2970,4308
126,4,2974,4213
126,4,2983,3905
126,4,2985,4045
126,4,2988,4574
126,4,2999,4048
126,4,3020,3459
126,4,3039,3486
126,4,3052,3025
126,4,3062,4403
126,4,3081,4321
126,4,3089,3431
126,4,3092,3838
126,4,3103,3552
126,4,3110,4471
126,4,3110,4581
126,4,3114,4320
126,4,3130,3970
126,4,3133,4458
126,4,3146,3855
126,4,3158,4663
126,4,3165,3904
126,4,3173,4606
126,4,3173,4725
126,4,3181,4501
126,4,3204,2903
126,4,3231,3490
126,4,3274,4428
126,4,3278,3535
126,4,3281,4558
126,4,3294,4261
126,4,3295,3874
126,4,3297,4760
126,4,3304,3692
126,4,3304,4916
126,4,3321,4554
126,4,3326,3723
126,4,3350,4468
126,4,3358,4719
126,4,3361,4881
126,4,3369,4417
126,4,3374,4274
126,4,3387,4671
126,4,3393,3421
126,4,3394,4793
126,4,3394,4493
126,4,3421,4492
126,4,3433,4189
126,4,3435,4342
126,4,3450,4037
126,4,3462,3554
126,4,3485,4492
126,4,3487,4626
126,4,3504,4124
126,4,3510,4575
127,0,2793,2978
127,1,2644,3354
127,1,2739,346
127,1,2978,3210
127,1,3009,3094
127,1,3057,3050
127,1,3099,2982
127,1,3113,3042
127,1,3445,2318
127,1,3710,2354
127,2,3032,2815
127,2,3053,3014
127,2,3357,2256
127,2,3370,2156
127,2,3431,2276
127,2,3438,2183
127,2,3461,2432
127,2,3504,2313
127,2,3505,2180
127,2,3510,2462
127,2,3556,2113
127,2,3560,2079
127,2,3573,2068
127,2,3580,2574
127,2,3596,2308
127,3,2562,3428
127,3,2580,2682
127,3,2583,3370
127,3,2593,3576
127,3,2636,3452
127,3,2636,3485
127,3,2656,3486
127,3,2662,3419
127,3,2678,2453
127,3,2696,3362
127,3,2737,2622
127,3,2750,3376
127,3,2939,2787
127,3,2973,3076
127,3,2993,3102
127,3,2998,3202
127,3,3000,3130
127,3,3007,2948
127,3,3020,3203
127,3,3021,2819
127,3,3022,3168
127,3,3037,3041
127,3,3084,3055
127,3,3097,2961
127,3,3118,3002
127,3,3342,2183
127,3,3351,2134
127,3,3360,2320
127,3,3371,2369
127,3,3380,2251
127,3,3406,2130
127,3,3440,2226
127,3,3444,2242
127,3,3456,2253
127,3,3461,2212
127,3,3477,2208
127,3,3485,2271
127,3,3507,2367
127,3,3516,2338
127,3,3518,2165
127,3,3521,2146
127,3,3524,2365
127,3,3526,2435
127,3,3539,2132
127,3,3539,2293
127,3,3555,2400
127,3,3566,2036
127,3,3569,2357
127,3,3577,2322
127,3,3578,2112
127,3,3582,2511
127,3,3583,2054
127,3,3586,2012
127,3,3592,2344
127,3,3598,2035
127,3,3602,2277
127,3,3611,2658
127,3,3613,2331
127,3,3641,2601
127,3,3645,2639
127,3,3650,2276
127,3,3669,2602
127,3,3690,2297
127,3,3733,2154
128,0,1245,1228
128,0,1349,806
128,0,1413,1710
128,0,1504,1344
128,0,1597,1672
128,0,1680,1841
128,0,1727,1156
128,0,1837,1302
128,0,2028,1925
128,0,2368,1650
128,0,2438,1787
128,1,990,1096
128,1,1134,1463
128,1,1137,804
128,1,1312,1415
128,1,1424,1115
128,1,1490,1989
128,1,1590,1478
128,1,1649,1587
128,1,1650,1916
128,1,1690,846
128,1,1753,825
128,1,1827,1521
128,1,1866,923
128,1,1926,1454
128,1,1989,866
128,1,2002,2104
128,1,2088,1230
128,1,2152,1429
128,1,2173,1609
128,1,2226,1778
128,1,2402,2096
128,1,2460,2201
128,2,789,1142
128,2,828,1088
128,2,891,1110
128,2,1079,1242
128,2,1081,1525
128,2,1144,1231
128,2,1192,1618
128,2,1196,1290
128,2,1199,1326
128,2,1203,1263
128,2,1209,1275
128,2,1234,1262
128,2,1269,1053
128,2,1306,1008
128,2,1308,1296
128,2,1317,1690
128,2,1325,1277
128,2,1344,1709
128,2,1346,1236
128,2,1348,1279
128,2,1350,1087
128,2,1363,1283
128,2,1368,1214
128,2,1398,1200
128,2,1404,1505
128,2,1414,1363
128,2,1430,1335
128,2,1433,1179
128,2,1436,1300
128,2,1447,815
128,2,1448,1100
128,2,1449,1344
128,2,1453,1289
128,2,1458,1364
128,2,1468,1054
128,2,1490,1292
128,2,1516,1669
128,2,1517,1314
128,2,1516,1365
128,2,1546,1345
128,2,1551,1369
128,2,1565,950
128,2,1572,1387
128,2,1574,1344
128,2,1581,1547
128,2,1592,1409
128,2,1602,1532
128,2,1615,1384
128,2,1616,1399
128,2,1629,1528
128,2,1928,1000
128,2,1979,1342
128,2,2185,1726
128,3,750,174
128,3,1070,1488
128,3,1073,921
128,3,1077,1460
128,3,1078,1572
128,3,1081,1545
128,3,1082,761
128,3,1099,1748
128,3,1100,903
128,3,1152,1736
128,3,1162,1129
128,3,1228,904
128,3,1250,881
128,3,1261,913
128,3,1271,1483
128,3,1288,1694
128,3,1293,1039
128,3,1330,1233
128,3,1330,1700
128,3,1333,1119
128,3,1364,1357
128,3,1387,742
128,3,1393,1178
128,3,1401,1277
128,3,1405,1326
128,3,1423,871
128,3,1430,1356
128,3,1436,1326
128,3,1444,780
128,3,1471,1306
128,3,1481,1320
128,3,1523,1655
128,3,1542,1312
128,3,1571,1361
128,3,1586,1372
128,3,1627,1407
128,3,1640,1375
128,3,1644,1538
128,3,1730,841
128,3,1933,1524
128,3,1935,1499
128,3,1948,906
128,3,2088,1565
130,0,1060,1607
130,0,1217,1212
130,0,1254,948
130,0,1270,1534
130,0,1281,1035
130,0,1282,1704
130,0,1287,1306
130,0,1444,1679
130,0,1450,1270
130,0,1456,1030
130,0,1648,812
130,0,1932,930
130,0,2283,1034
130,1,1087,1181
130,1,1212,1764
130,1,1227,1291
130,1,1238,1354
130,1,1259,1464
130,1,1294,1135
130,1,1294,1260
130,1,1319,1364
130,1,1320,1502
130,1,1325,1232
130,1,1338,1618
130,1,1345,1714
130,1,1356,1166
130,1,1364,1952
130,1,1389,1673
130,1,1408,1084
130,1,1494,1208
130,1,1515,1442
130,1,1648,889
130,1,1662,841
130,1,1690,678
130,1,1804,786
130,1,1826,894
130,1,1860,798
130,1,1937,1005
130,1,1950,831
130,1,2233,886
130,1,2437,1217
130,1,2440,1181
130,1,2725,2238
130,2,1080,1769
130,2,1100,1271
130,2,1172,1521
130,2,1184,1480
130,2,1230,1000
130,2,1246,1420
130,2,1307,1027
130,2,1314,1417
130,2,1320,1569
130,2,1324,1155
130,2,1351,1486
130,2,1400,924
130,2,1406,894
130,2,1417,1237
130,2,1469,759
130,2,1476,805
130,2,1479,868
130,2,1490,941
130,2,1514,970
130,2,1519,746
130,2,1530,921
130,2,1545,1018
130,2,1625,832
130,2,1631,747
130,2,1634,688
130,2,1704,867
130,2,1722,1008
130,2,1777,974
130,2,1809,882
130,2,1859,858
130,2,1864,920
130,2,1870,894
130,2,1893,832
130,2,1913,994
130,2,1938,851
130,2,1952,756
130,2,1961,774
130,2,1999,796
130,2,2022,1002
130,2,2071,1074
130,2,2266,905
130,2,2358,1014
130,2,2400,1141
130,3,1122,1144
130,3,1139,1551
130,3,1164,1117
130,3,1204,1193
130,3,1289,1613
130,3,1359,986
130,3,1368,964
130,3,1389,902
130,3,1410,950
130,3,1446,839
130,3,1455,819
130,3,1552,1048
130,3,1653,938
130,3,2203,834
130,3,2265,934
130,3,2328,1017
130,3,2450,1013
131,0,2304,2839
131,0,2402,2650
131,0,2875,2961
131,0,3137,3233
131,0,3541,3329
131,1,2301,2749
131,1,2382,2693
131,1,2405,2769
131,1,2471,2810
131,1,3052,3226
131,1,3272,3207
131,1,3295,3123
131,1,3386,3124
131,1,3420,3207
131,1,3425,3142
131,1,3535,3231
131,2,2806,2980
131,2,2837,3009
131,2,2880,2901
131,2,2924,3088
131,2,2930,3056
131,2,2934,3112
131,2,2935,2998
131,2,2949,3048
131,2,2962,2974
131,2,2992,3040
131,2,3024,3243
131,2,3032,3200
131,2,3063,3113
131,2,3088,3079
131,2,3094,3223
131,2,3159,3274
131,2,3305,3224
131,2,3320,3242
131,2,3323,3173
131,2,3352,3284
131,2,3362,3172
131,2,3371,3212
131,2,3408,3185
131,2,3418,3249
131,2,3573,3267
131,3,2336,2768
131,3,2338,2819
131,3,2374,2826
131,3,2392,2713
131,3,2412,2801
131,3,2414,2719
131,3,2432,2814
131,3,2440,2715
131,3,2443,2738
131,3,2531,2780
131,3,2537,2814
131,3,2562,2782
131,3,2798,2934
131,3,2830,3063
131,3,2852,2922
131,3,2882,2916
131,3,2926,2901
131,3,2953,3121
131,3,2969,3169
131,3,2990,3142
131,3,2998,3005
131,3,3006,3085
131,3,3007,3166
131,3,3014,2953
131,3,3039,2952
131,3,3064,3003
131,3,3068,3178
131,3,3069,3021
131,3,3070,3074
131,3,3076,3276
131,3,3083,3247
131,3,3101,3276
131,3,3105,3246
131,3,3121,3188
131,3,3122,3277
131,3,3212,3177
131,3,3211,3301
131,3,3231,3257
131,3,3234,3184
131,3,3247,3188
131,3,3263,3296
131,3,3269,3339
131,3,3291,3202
131,3,3315,3209
131,3,3332,3207
131,3,3341,3234
131,3,3343,3174
131,3,3358,3230
131,3,3359,3197
131,3,3375,3285
131,3,3384,3198
131,3,3385,3093
131,3,3385,3166
131,3,3392,3154
131,3,3402,3293
131,3,3417,3098
131,3,3419,3174
131,3,3424,3279
131,3,3426,3228
131,3,3437,3162
131,3,3442,3182
131,3,3446,3324
131,3,3453,3121
131,3,3467,3186
131,3,3470,3153
131,3,3474,3301
131,3,3477,3282
131,3,3485,3249
131,3,3486,3145
131,3,3498,3204
131,3,3502,3269
131,3,3547,3278
131,3,3598,3295
131,4,2949,2957
131,4,3006,3099
132,0,1087,2649
132,0,2572,2810
132,1,806,2729
132,1,1417,2964
133,0,678,4286
133,1,863,4881
133,2,436,4582
133,2,1682,3400
133,3,262,3803
133,3,1540,4762
134,0,1158,2367
134,0,1754,3166
134,0,1876,2690
134,1,1104,2358
134,1,1205,2318
134,2,1068,2353
134,2,1098,2391
134,2,1111,2325
134,2,1146,2299
134,2,1163,2408
134,2,1173,2296
134,2,1172,2329
134,2,1174,2309
134,2,1190,2339
134,2,1198,2366
134,2,1205,2430
134,2,1217,2352
134,2,1254,2378
134,2,1255,2432
134,3,1125,2383
134,3,1210,2330
134,3,1214,2389
134,3,1227,2397
134,3,1326,2421
134,3,1758,2655
135,0,2251,3618
135,2,2130,3727
135,2,2174,3687
135,2,2176,3763
135,2,2208,3665
135,2,2220,3711
135,2,2234,3690
135,2,2258,3662
135,2,2274,3649
135,2,2288,3638
135,2,2304,3658
135,3,2153,3703
135,3,2192,3744
135,3,2278,3607
135,3,2304,3618
136,0,2043,1616
136,1,2523,2030
136,1,2551,1897
136,1,2620,2208
136,1,2734,1956
136,1,2814,2166
136,1,2848,2759
136,1,2932,2325
136,1,2957,2502
136,1,3277,2619
136,2,3034,2485
136,2,3099,2287
136,2,3206,2475
136,3,1741,1942
136,3,1754,1867
136,3,1763,2013
136,3,1973,1663
136,3,2013,1658
136,3,2262,1766
136,3,2321,1614
136,3,2503,1826
136,3,2695,2168
136,3,2788,2428
136,3,2808,1993
136,3,2860,2696
136,3,2917,2961
136,3,2936,2564
136,3,2962,2735
136,3,2990,2291
136,3,3026,2505
136,3,3039,2527
136,3,3112,2304
136,3,3194,2374
136,3,3489,2597
137,0,529,2624
137,0,619,1646
137,0,892,2827
137,0,2570,2938
137,0,3038,3241
137,0,3250,1936
137,1,201,1178
137,1,649,2098
137,1,2885,1522
138,0,1134,2413
138,2,1062,2469
138,2,1081,2430
138,2,1106,2425
138,2,1127,2447
138,2,1154,2356
138,2,1181,2368
138,2,1188,2351
138,2,1191,2453
138,2,1198,2298
138,2,1198,2320
138,2,1206,2448
138,2,1213,2405
138,2,1220,2375
138,2,1221,2351
138,2,1235,2328
138,2,1237,2360
138,2,1241,2303
138,2,1253,2287
138,2,1270,2441
138,2,1277,2287
138,2,1280,2417
138,2,1282,2337
138,2,1300,2217
138,2,1305,2280
138,2,1324,2208
138,3,1132,2382
138,3,1169,2330
138,3,1209,2338
138,3,1220,2434
138,3,1222,2310
138,3,1250,2333
138,3,1255,2378
138,3,1264,2308
138,3,1269,2268
138,3,1285,2262
138,3,1312,2252
138,3,1335,2187
139,0,416,4502
139,0,1666,3191
139,1,324,4762
139,1,330,3385
139,1,686,3974
139,1,883,4751
139,2,61,4628
139,2,111,4495
139,2,120,4314
139,2,178,4405
139,2,198,4446
139,2,300,4185
139,2,305,4080
139,2,317,4416
139,2,330,4166
139,4,79,4344
139,4,79,4447
139,4,143,4178
139,4,189,4306
139,4,245,4234
139,4,280,4206
139,4,341,4033
139,4,389,4057
140,0,1889,1705
140,1,298,684
140,1,457,949
141,0,1282,2198
141,0,1831,2428
141,0,2495,2765
141,0,2775,1883
141,0,3275,3202
141,1,1137,2299
141,1,1153,2588
141,1,1153,2991
141,1,1190,2418
141,1,1193,2539
141,1,1287,2451
141,1,1298,1834
141,1,1318,2434
141,1,1325,2984
141,1,1332,2514
141,1,1457,2006
141,1,1747,2501
141,1,1760,2452
141,1,2010,2621
141,1,2070,2504
141,1,2213,2717
141,1,2252,2588
141,1,2394,2681
141,1,2480,2641
141,1,2502,2025
141,1,2731,2601
141,1,2831,2742
141,1,3321,1770
141,1,3374,1594
141,1,3388,2942
141,1,3463,2956
141,1,3561,2916
141,1,3662,2692
141,3,1186,2348
141,3,2599,2041
141,3,2638,2046
141,3,2673,2004
141,3,2690,2042
141,3,2696,2669
141,3,2708,2565
141,3,2718,2702
141,3,2724,2009
141,3,2745,2009
141,3,2766,2048
141,3,2768,1995
141,3,2837,1963
141,3,2844,2021
141,3,2933,1906
141,3,3000,2704
142,0,1110,3206
142,1,1618,4728
142,2,1056,3256
142,2,1114,3241
142,2,1360,3064
142,3,1030,3365
142,3,1250,3216
142,3,1252,3178
142,3,1360,3218
142,3,1366,3199
143,1,457,3682
144,0,106,1407
144,0,820,1670
144,0,869,216
144,0,1444,1229
144,0,1501,649
144,0,1874,1567
144,0,2171,417
144,0,2612,2148
144,2,15,1799
144,2,125,1631
144,2,284,1514
144,2,296,1202
144,2,316,1619
144,2,340,1801
144,2,353,1539
144,2,388,1823
144,2,392,1718
144,2,397,1596
144,2,440,1574
144,2,516,1550
144,2,642,1530
144,2,688,1553
144,2,748,1146
144,2,818,1505
144,2,2497,1272
144,2,2806,1132
144,4,44,1776
144,4,146,979
144,4,177,1726
144,4,213,710
144,4,283,1685
144,4,401,1749
144,4,510,1164
144,4,628,1505
144,4,658,1008
144,4,754,1259
144,4,785,1440
144,4,821,907
144,4,872,1246
144,4,872,1270
144,4,912,1297
144,4,2569,1286
144,4,2774,1104
144,4,3238,1257
144,4,3243,525
144,4,3294,1266
145,0,1390,2328
145,0,1469,3350
145,0,1513,2177
145,0,1648,2454
145,1,970,1551
145,1,977,1882
145,1,1051,1412
145,1,1352,2198
145,1,1362,2467
145,1,1390,2540
145,1,1437,2246
145,1,1489,3183
145,1,1645,2265
145,2,362,1262
145,2,422,1350
145,2,489,1429
145,2,838,1414
145,2,933,1856
145,2,937,1472
145,2,985,1440
145,2,1018,1861
145,2,1020,1813
145,2,1022,1441
145,2,1137,1434
145,2,1151,1392
145,2,1166,1464
145,2,1170,1905
145,2,1170,2009
145,2,1184,1841
145,2,1218,1453
145,2,1219,2062
145,2,1232,1918
145,2,1232,2084
145,2,1234,2033
145,2,1239,1596
145,2,1241,1682
145,2,1244,1835
145,2,1278,2093
145,2,1312,1738
145,2,1335,2174
145,2,1337,1036
145,2,1383,1904
145,2,1383,2349
145,2,1390,3300
145,2,1395,2301
145,2,1407,2050
145,2,1410,3366
145,2,1421,2062
145,2,1452,2282
145,2,1453,1895
145,2,1456,2047
145,2,1472,1895
145,2,1471,2136
145,2,1480,2109
145,2,1538,2168
145,2,1593,2341
145,2,1610,2193
145,2,1620,2337
145,2,1629,2175
145,2,1648,2185
145,2,1656,2437
145,2,1668,3282
145,2,1668,2325
145,2,1752,3403
145,2,1761,3001
145,2,1775,3042
145,2,1782,2960
145,2,1804,2723
145,2,1806,3736
145,2,1835,3779
145,2,1838,2990
145,2,1866,3697
145,2,1880,3564
145,3,71,1530
145,3,119,1486
145,3,204,1350
145,3,264,1272
145,3,267,1349
145,3,269,1284
145,3,277,1360
145,3,285,1251
145,3,678,940
145,3,695,971
145,3,698,898
145,3,741,1058
145,3,813,1604
145,3,914,1410
145,3,941,1432
145,3,990,1479
145,3,1080,1394
145,3,1104,2920
145,3,1145,1510
145,3,1147,1912
145,3,1157,2108
145,3,1180,2045
145,3,1184,1511
145,3,1206,1910
145,3,1223,1679
145,3,1257,1601
145,3,1262,2075
145,3,1273,2135
145,3,1281,2111
145,3,1301,1901
145,3,1326,2626
145,3,1334,2668
145,3,1333,3284
145,3,1355,2438
145,3,1375,2528
145,3,1389,2027
145,3,1397,1934
145,3,1402,2390
145,3,1406,2254
145,3,1431,2104
145,3,1443,2061
145,3,1443,2417
145,3,1446,2379
145,3,1485,1971
145,3,1489,3376
145,3,1504,3393
145,3,1544,3396
145,3,1579,3390
145,3,1602,3327
145,3,1630,3402
145,3,1658,2285
145,3,1661,2605
145,3,1674,3337
145,3,1698,3402
145,3,1706,3257
145,3,1725,3375
145,3,1744,3845
145,3,1778,3673
